gen_exp,Firm Size & Scale,Revenue & Sales,Profitability & Margins,Cash Flow,Capital Structure,Capital Access,Share Repurchase & Dividend,Investment,Fiscal Policy,Monetary Policy,Unemployment,Inflation,GDP growth,Currency Exchange Rates,Geopolitical Risks,Industry Growth & Demand,Competitive Landscape,Industry Regulation & Policy,Technological Disruption,Industry Seasonality & Cyclicality,Production Efficiency,Innovation & R&D,Supply Chain,Customer Relation,Human resource management,Marketing Strategy & Effectiveness,Product Quality and positioning,New Product Launches,Brand & Reputation,Intellectual Property,Management Quality & Leadership,Firm Culture,Litigation & Legal Issues,Natural Disasters,Market Sentiment & Investor Perception,Sustainability & ESG Practices,Mergers & Acquisitions, Others
1,0.33266932270916333,0.8356573705179283,0.896414342629482,0.5338645418326693,0.6414342629482072,0.3286852589641434,0.48904382470119523,0.6185258964143426,0.3804780876494024,0.26693227091633465,0.08964143426294821,0.20119521912350596,0.45219123505976094,0.29880478087649404,0.22609561752988047,0.9123505976095617,0.8366533864541833,0.5029880478087649,0.30278884462151395,0.399402390438247,0.49203187250996017,0.35756972111553786,0.33266932270916333,0.34462151394422313,0.24701195219123506,0.46912350597609564,0.3844621513944223,0.2649402390438247,0.2300796812749004,0.08665338645418327,0.6683266932270916,0.026892430278884463,0.2241035856573705,0.1942231075697211,0.7151394422310757,0.03884462151394422,0.6235059760956175,0.38247011952191234
2,0.41684511063526053,0.8850820842255531,0.9307637401855817,0.6459671663097787,0.7030692362598144,0.4318344039971449,0.5767309064953604,0.7009279086366881,0.483226266952177,0.3454675231977159,0.10563882940756603,0.2698072805139186,0.5624553890078515,0.44254104211277656,0.31620271234832265,0.9243397573162027,0.8922198429693077,0.5931477516059958,0.4182726623840114,0.4939329050678087,0.6002855103497502,0.4603854389721627,0.4004282655246253,0.4489650249821556,0.32548179871520344,0.5538900785153462,0.47751605995717344,0.37972876516773735,0.2940756602426838,0.11777301927194861,0.7566024268379729,0.042826552462526764,0.3140613847251963,0.27123483226266953,0.8108493932905068,0.04568165596002855,0.728051391862955,0.47894361170592437
3,0.4511173184357542,0.8777932960893855,0.9266759776536313,0.6655027932960894,0.7318435754189944,0.4504189944134078,0.5998603351955307,0.7506983240223464,0.5321229050279329,0.35824022346368717,0.11731843575418995,0.3058659217877095,0.5768156424581006,0.4664804469273743,0.33868715083798884,0.9336592178770949,0.88268156424581,0.6417597765363129,0.43854748603351956,0.5104748603351955,0.6291899441340782,0.47416201117318435,0.4441340782122905,0.48393854748603354,0.3715083798882682,0.5761173184357542,0.5160614525139665,0.41620111731843573,0.3149441340782123,0.1473463687150838,0.7611731843575419,0.05097765363128492,0.35824022346368717,0.2842178770949721,0.8079608938547486,0.06564245810055866,0.74231843575419,0.513268156424581
4,0.4757142857142857,0.8871428571428571,0.9235714285714286,0.7128571428571429,0.7457142857142857,0.4807142857142857,0.6428571428571429,0.7571428571428571,0.5328571428571428,0.38857142857142857,0.125,0.30642857142857144,0.5721428571428572,0.46214285714285713,0.3407142857142857,0.9521428571428572,0.9,0.6385714285714286,0.46714285714285714,0.515,0.6342857142857142,0.49857142857142855,0.465,0.48714285714285716,0.4007142857142857,0.6028571428571429,0.5278571428571428,0.44,0.33071428571428574,0.16642857142857143,0.79,0.07428571428571429,0.37,0.30357142857142855,0.8442857142857143,0.06357142857142857,0.7664285714285715,0.5385714285714286
5,0.5055928411633109,0.9030574198359433,0.9351230425055929,0.7017151379567487,0.7509321401938852,0.49962714392244595,0.6621923937360179,0.7494407158836689,0.5585384041759881,0.4064131245339299,0.13348247576435496,0.31767337807606266,0.604772557792692,0.4891871737509321,0.3713646532438479,0.9403430275913497,0.9157345264727815,0.6547352721849367,0.4891871737509321,0.5458612975391499,0.6256524981357197,0.506338553318419,0.47129008202833705,0.522744220730798,0.4198359433258762,0.6174496644295302,0.5473527218493661,0.4519015659955257,0.34377330350484714,0.16927665920954513,0.7762863534675615,0.07084265473527218,0.4079045488441462,0.28933631618195377,0.8404175988068605,0.0686055182699478,0.7524235645041014,0.5622669649515287
6,0.5221238938053098,0.914722445695897,0.9340305711987128,0.7409493161705552,0.7747385358004827,0.5076427996781979,0.668543845534996,0.7803700724054706,0.5776347546259051,0.4432823813354787,0.1415929203539823,0.3467417538213998,0.6307320997586484,0.5341914722445696,0.40466613032984716,0.9460981496379727,0.912308930008045,0.6814159292035398,0.5317779565567177,0.5929203539823009,0.6629123089300081,0.5462590506838294,0.500402252614642,0.5390185036202735,0.4360418342719228,0.6427996781979083,0.587288817377313,0.47385358004827033,0.3805309734513274,0.18584070796460178,0.8069187449718423,0.08205953338696702,0.415929203539823,0.3266291230893001,0.8551890587288817,0.08608205953338696,0.7908286403861625,0.5703942075623492
7,0.5298701298701298,0.922943722943723,0.9515151515151515,0.7532467532467533,0.793073593073593,0.5333333333333333,0.6978354978354978,0.8008658008658008,0.6025974025974026,0.43116883116883115,0.15324675324675324,0.36103896103896105,0.6303030303030303,0.5359307359307359,0.3956709956709957,0.9549783549783549,0.9082251082251083,0.6909090909090909,0.5021645021645021,0.5636363636363636,0.6692640692640692,0.5281385281385281,0.4805194805194805,0.5445887445887446,0.4675324675324675,0.6467532467532467,0.5844155844155844,0.4753246753246753,0.3575757575757576,0.18354978354978355,0.8155844155844156,0.08831168831168831,0.45021645021645024,0.3367965367965368,0.8493506493506493,0.0761904761904762,0.8034632034632034,0.5766233766233766
8,0.5386792452830189,0.9047169811320754,0.9386792452830188,0.7594339622641509,0.7811320754716982,0.5009433962264151,0.6849056603773584,0.7688679245283019,0.5943396226415094,0.4386792452830189,0.16792452830188678,0.35566037735849054,0.6443396226415095,0.5235849056603774,0.389622641509434,0.9377358490566038,0.9141509433962264,0.6754716981132075,0.519811320754717,0.5641509433962264,0.6660377358490566,0.5320754716981132,0.4839622641509434,0.5537735849056604,0.44339622641509435,0.6518867924528302,0.5867924528301887,0.46320754716981133,0.37735849056603776,0.18867924528301888,0.8141509433962264,0.07830188679245283,0.4330188679245283,0.3433962264150943,0.8613207547169811,0.08584905660377358,0.7858490566037736,0.5886792452830188
9,0.5585215605749486,0.9127310061601642,0.9517453798767967,0.7659137577002053,0.8008213552361396,0.553388090349076,0.7002053388090349,0.7772073921971252,0.6293634496919918,0.46611909650924027,0.15195071868583163,0.3726899383983573,0.6611909650924025,0.5862422997946611,0.42813141683778233,0.9425051334702259,0.9188911704312115,0.7073921971252567,0.5256673511293635,0.5831622176591376,0.6796714579055442,0.5574948665297741,0.5390143737166324,0.5759753593429158,0.44969199178644764,0.6714579055441479,0.6149897330595483,0.5205338809034907,0.4055441478439425,0.1919917864476386,0.8347022587268994,0.09650924024640657,0.45687885010266943,0.3470225872689938,0.8542094455852156,0.08316221765913757,0.8182751540041068,0.6026694045174538
10,0.5484913793103449,0.9245689655172413,0.9439655172413793,0.7586206896551724,0.7931034482758621,0.5323275862068966,0.6907327586206896,0.7963362068965517,0.5948275862068966,0.4191810344827586,0.15517241379310345,0.3760775862068966,0.6530172413793104,0.5625,0.43103448275862066,0.9493534482758621,0.896551724137931,0.697198275862069,0.5237068965517241,0.5635775862068966,0.6767241379310345,0.5323275862068966,0.4838362068965517,0.5301724137931034,0.4665948275862069,0.6476293103448276,0.5765086206896551,0.5053879310344828,0.37823275862068967,0.1875,0.8168103448275862,0.08620689655172414,0.4558189655172414,0.3566810344827586,0.875,0.07435344827586207,0.8006465517241379,0.5915948275862069
11,0.5533411488862837,0.9097303634232122,0.9343493552168816,0.7467760844079718,0.7737397420867527,0.5509964830011723,0.7174677608440797,0.7878077373974208,0.6037514654161782,0.4712778429073857,0.1488862837045721,0.37631887456037516,0.6764361078546307,0.5732708089097304,0.43141852286049237,0.9449003516998827,0.9062133645955451,0.7033997655334114,0.5017584994138335,0.6025791324736225,0.6588511137162955,0.5275498241500586,0.4947245017584994,0.5404454865181711,0.4654161781946073,0.6459554513481829,0.5826494724501758,0.47362250879249707,0.3810082063305979,0.22039859320046892,0.8147713950762017,0.10199296600234467,0.44079718640093785,0.3798358733880422,0.8581477139507621,0.10316529894490035,0.7995310668229777,0.6131301289566237
12,0.5368421052631579,0.9,0.9342105263157895,0.7421052631578947,0.8105263157894737,0.5368421052631579,0.7302631578947368,0.8052631578947368,0.6276315789473684,0.4644736842105263,0.15394736842105264,0.37236842105263157,0.6881578947368421,0.5763157894736842,0.4381578947368421,0.9407894736842105,0.9026315789473685,0.7197368421052631,0.5302631578947369,0.6039473684210527,0.6644736842105263,0.5486842105263158,0.5092105263157894,0.5736842105263158,0.45526315789473687,0.6526315789473685,0.6039473684210527,0.5131578947368421,0.4039473684210526,0.19210526315789472,0.8276315789473684,0.09210526315789473,0.45,0.3605263157894737,0.8578947368421053,0.10657894736842105,0.8105263157894737,0.6092105263157894
13,0.5817655571635311,0.9261939218523878,0.9623733719247467,0.7554269175108539,0.8147612156295224,0.5629522431259045,0.7293777134587555,0.8205499276410999,0.6396526772793053,0.4963820549927641,0.16642547033285093,0.3921852387843705,0.6989869753979739,0.6150506512301013,0.4442836468885673,0.9435600578871202,0.9131693198263386,0.7105643994211288,0.5759768451519537,0.6063675832127352,0.6874095513748191,0.552821997105644,0.5296671490593343,0.5846599131693199,0.48480463096960924,0.678726483357453,0.6107091172214182,0.4963820549927641,0.44862518089725034,0.22141823444283648,0.8306801736613604,0.10709117221418235,0.467438494934877,0.3545586107091172,0.869753979739508,0.0824891461649783,0.8191027496382055,0.6367583212735166
14,0.5774647887323944,0.9154929577464789,0.9483568075117371,0.7683881064162754,0.8153364632237872,0.5727699530516432,0.7464788732394366,0.8419405320813772,0.6588419405320813,0.5101721439749609,0.18153364632237873,0.4194053208137715,0.7167449139280125,0.6118935837245696,0.4460093896713615,0.9514866979655712,0.9107981220657277,0.7433489827856025,0.5633802816901409,0.6181533646322379,0.702660406885759,0.564945226917058,0.5305164319248826,0.6025039123630673,0.5023474178403756,0.6791862284820032,0.6118935837245696,0.5070422535211268,0.43661971830985913,0.19874804381846636,0.8247261345852895,0.1189358372456964,0.5007824726134585,0.3755868544600939,0.8810641627543035,0.107981220657277,0.8341158059467919,0.6353677621283255
15,0.6232876712328768,0.928082191780822,0.940068493150685,0.7808219178082192,0.8236301369863014,0.5873287671232876,0.7482876712328768,0.8253424657534246,0.648972602739726,0.4965753424657534,0.18664383561643835,0.3852739726027397,0.6952054794520548,0.5856164383561644,0.4811643835616438,0.952054794520548,0.9195205479452054,0.7345890410958904,0.5582191780821918,0.6421232876712328,0.726027397260274,0.5753424657534246,0.5393835616438356,0.5976027397260274,0.541095890410959,0.6866438356164384,0.6113013698630136,0.5256849315068494,0.410958904109589,0.2208904109589041,0.833904109589041,0.1113013698630137,0.4571917808219178,0.3715753424657534,0.886986301369863,0.09417808219178082,0.8167808219178082,0.6558219178082192
16,0.5600739371534196,0.911275415896488,0.9500924214417745,0.7412199630314233,0.8243992606284658,0.5378927911275416,0.7338262476894639,0.8465804066543438,0.634011090573013,0.46395563770794823,0.16820702402957485,0.37153419593345655,0.6950092421441775,0.5693160813308688,0.46950092421441775,0.9390018484288355,0.9131238447319778,0.7245841035120147,0.5286506469500925,0.609981515711645,0.711645101663586,0.5693160813308688,0.5378927911275416,0.6192236598890942,0.5212569316081331,0.6913123844731978,0.6210720887245841,0.5027726432532348,0.43622920517560076,0.20517560073937152,0.8354898336414048,0.10166358595194085,0.4805914972273567,0.3826247689463956,0.8687615526802218,0.11460258780036968,0.8262476894639557,0.6081330868761553
17,0.5796178343949044,0.9087048832271762,0.9426751592356688,0.8046709129511678,0.8301486199575372,0.5902335456475584,0.7558386411889597,0.8280254777070064,0.673036093418259,0.5095541401273885,0.1932059447983015,0.386411889596603,0.7070063694267515,0.564755838641189,0.46709129511677283,0.9320594479830149,0.8959660297239915,0.7133757961783439,0.535031847133758,0.6411889596602972,0.7282377919320594,0.5774946921443737,0.49044585987261147,0.5987261146496815,0.4989384288747346,0.6624203821656051,0.613588110403397,0.5201698513800425,0.4309978768577495,0.208067940552017,0.8301486199575372,0.10828025477707007,0.49256900212314225,0.35668789808917195,0.8747346072186837,0.10828025477707007,0.8301486199575372,0.6560509554140127
18,0.6455399061032864,0.9342723004694836,0.9530516431924883,0.7934272300469484,0.8380281690140845,0.6009389671361502,0.7746478873239436,0.823943661971831,0.6854460093896714,0.5023474178403756,0.17370892018779344,0.42018779342723006,0.7417840375586855,0.6431924882629108,0.5140845070422535,0.9507042253521126,0.9225352112676056,0.755868544600939,0.5774647887323944,0.676056338028169,0.7323943661971831,0.5751173708920188,0.5446009389671361,0.6126760563380281,0.5657276995305164,0.6971830985915493,0.6220657276995305,0.5187793427230047,0.4765258215962441,0.18544600938967137,0.8568075117370892,0.09154929577464789,0.5234741784037559,0.41784037558685444,0.903755868544601,0.11971830985915492,0.8474178403755869,0.6854460093896714
19,0.6354430379746835,0.9012658227848102,0.9265822784810127,0.7316455696202532,0.8,0.5873417721518988,0.7544303797468355,0.7873417721518987,0.6506329113924051,0.49873417721518987,0.19240506329113924,0.3924050632911392,0.7037974683544304,0.5645569620253165,0.4810126582278481,0.9265822784810127,0.8936708860759494,0.7341772151898734,0.5822784810126582,0.6177215189873417,0.7088607594936709,0.5721518987341773,0.5265822784810127,0.589873417721519,0.5215189873417722,0.6632911392405063,0.6430379746835443,0.4936708860759494,0.4151898734177215,0.189873417721519,0.8455696202531645,0.09367088607594937,0.5113924050632911,0.4,0.8886075949367088,0.09620253164556962,0.8556962025316456,0.6455696202531646
20,0.5942028985507246,0.9217391304347826,0.9681159420289855,0.7478260869565218,0.8289855072463768,0.5971014492753624,0.7420289855072464,0.808695652173913,0.672463768115942,0.5159420289855072,0.21159420289855072,0.43768115942028984,0.7304347826086957,0.6115942028985507,0.48405797101449277,0.9565217391304348,0.927536231884058,0.6985507246376812,0.5710144927536231,0.6028985507246377,0.7101449275362319,0.6028985507246377,0.5217391304347826,0.5942028985507246,0.5420289855072464,0.7014492753623188,0.6173913043478261,0.5333333333333333,0.4463768115942029,0.2289855072463768,0.8231884057971014,0.10144927536231885,0.5391304347826087,0.41739130434782606,0.8753623188405797,0.09565217391304348,0.8405797101449275,0.6579710144927536
21,0.6098360655737705,0.9114754098360656,0.9639344262295082,0.760655737704918,0.8327868852459016,0.5934426229508196,0.7278688524590164,0.8262295081967214,0.6754098360655738,0.5311475409836065,0.2459016393442623,0.4098360655737705,0.7278688524590164,0.6065573770491803,0.4918032786885246,0.9442622950819672,0.9278688524590164,0.7442622950819672,0.5672131147540984,0.639344262295082,0.7180327868852459,0.5737704918032787,0.4885245901639344,0.5967213114754099,0.5573770491803278,0.6786885245901639,0.5868852459016394,0.5049180327868853,0.4524590163934426,0.19672131147540983,0.8360655737704918,0.11147540983606558,0.4918032786885246,0.39672131147540984,0.8754098360655738,0.11475409836065574,0.8295081967213115,0.6688524590163935
22,0.622568093385214,0.9182879377431906,0.9571984435797666,0.7821011673151751,0.8365758754863813,0.5836575875486382,0.77431906614786,0.8326848249027238,0.688715953307393,0.47470817120622566,0.24124513618677043,0.39299610894941633,0.7392996108949417,0.6459143968871596,0.5291828793774319,0.9494163424124513,0.9377431906614786,0.7470817120622568,0.5486381322957199,0.6303501945525292,0.7354085603112841,0.5797665369649806,0.5797665369649806,0.642023346303502,0.556420233463035,0.7198443579766537,0.642023346303502,0.5758754863813229,0.42023346303501946,0.1867704280155642,0.867704280155642,0.14785992217898833,0.5447470817120622,0.3968871595330739,0.9105058365758755,0.0933852140077821,0.8482490272373541,0.6731517509727627
23,0.6143497757847534,0.9147982062780269,0.9327354260089686,0.7443946188340808,0.7937219730941704,0.5919282511210763,0.7668161434977578,0.8251121076233184,0.6591928251121076,0.5381165919282511,0.21076233183856502,0.43946188340807174,0.7219730941704036,0.6367713004484304,0.5291479820627802,0.9551569506726457,0.9237668161434978,0.7174887892376681,0.5874439461883408,0.6367713004484304,0.6905829596412556,0.5739910313901345,0.5201793721973094,0.5605381165919282,0.4798206278026906,0.695067264573991,0.6547085201793722,0.515695067264574,0.452914798206278,0.2062780269058296,0.852017937219731,0.08968609865470852,0.5291479820627802,0.45739910313901344,0.8834080717488789,0.11659192825112108,0.8385650224215246,0.6591928251121076
24,0.6264367816091954,0.9425287356321839,0.9367816091954023,0.7816091954022989,0.8620689655172413,0.6379310344827587,0.7528735632183908,0.8390804597701149,0.6781609195402298,0.5229885057471264,0.22988505747126436,0.4540229885057471,0.7701149425287356,0.5459770114942529,0.5114942528735632,0.9712643678160919,0.9367816091954023,0.764367816091954,0.5977011494252874,0.6551724137931034,0.735632183908046,0.5172413793103449,0.5459770114942529,0.5862068965517241,0.5229885057471264,0.7068965517241379,0.5747126436781609,0.5287356321839081,0.40804597701149425,0.22413793103448276,0.8850574712643678,0.09195402298850575,0.4942528735632184,0.47126436781609193,0.8793103448275862,0.13218390804597702,0.8735632183908046,0.6781609195402298
25,0.6917293233082706,0.924812030075188,0.9774436090225563,0.7669172932330827,0.8421052631578947,0.6090225563909775,0.7744360902255639,0.8345864661654135,0.6616541353383458,0.5639097744360902,0.24812030075187969,0.518796992481203,0.7894736842105263,0.5789473684210527,0.5413533834586466,0.924812030075188,0.9097744360902256,0.7368421052631579,0.5939849624060151,0.6390977443609023,0.7593984962406015,0.5714285714285714,0.5112781954887218,0.5789473684210527,0.48872180451127817,0.6917293233082706,0.6090225563909775,0.45864661654135336,0.46616541353383456,0.13533834586466165,0.8345864661654135,0.14285714285714285,0.5263157894736842,0.44360902255639095,0.8947368421052632,0.10526315789473684,0.8421052631578947,0.7293233082706767
26,0.6728971962616822,0.9719626168224299,0.9813084112149533,0.8411214953271028,0.8785046728971962,0.7009345794392523,0.794392523364486,0.897196261682243,0.7476635514018691,0.6542056074766355,0.308411214953271,0.5700934579439252,0.8691588785046729,0.6542056074766355,0.616822429906542,0.9626168224299065,0.9626168224299065,0.794392523364486,0.6542056074766355,0.6822429906542056,0.7850467289719626,0.6261682242990654,0.5420560747663551,0.5887850467289719,0.5420560747663551,0.7102803738317757,0.616822429906542,0.4672897196261682,0.514018691588785,0.17757009345794392,0.8878504672897196,0.11214953271028037,0.5514018691588785,0.514018691588785,0.9252336448598131,0.1308411214953271,0.8504672897196262,0.7757009345794392
27,0.6304347826086957,0.9239130434782609,0.967391304347826,0.8260869565217391,0.8804347826086957,0.6739130434782609,0.8260869565217391,0.8586956521739131,0.7391304347826086,0.6195652173913043,0.22826086956521738,0.5217391304347826,0.782608695652174,0.6739130434782609,0.5434782608695652,0.9565217391304348,0.9130434782608695,0.7934782608695652,0.6195652173913043,0.6304347826086957,0.6956521739130435,0.5543478260869565,0.5652173913043478,0.5978260869565217,0.5434782608695652,0.6521739130434783,0.6304347826086957,0.4891304347826087,0.44565217391304346,0.20652173913043478,0.8369565217391305,0.11956521739130435,0.5652173913043478,0.532608695652174,0.9130434782608695,0.10869565217391304,0.8586956521739131,0.7065217391304348
28,0.6292134831460674,0.9213483146067416,0.9550561797752809,0.8314606741573034,0.8314606741573034,0.5730337078651685,0.7640449438202247,0.8764044943820225,0.6629213483146067,0.5168539325842697,0.25842696629213485,0.4943820224719101,0.7865168539325843,0.6629213483146067,0.5955056179775281,0.9887640449438202,0.9325842696629213,0.7303370786516854,0.6067415730337079,0.6853932584269663,0.7865168539325843,0.5955056179775281,0.5393258426966292,0.651685393258427,0.5617977528089888,0.6966292134831461,0.6292134831460674,0.48314606741573035,0.42696629213483145,0.19101123595505617,0.8651685393258427,0.10112359550561797,0.5955056179775281,0.47191011235955055,0.9325842696629213,0.1348314606741573,0.8651685393258427,0.6067415730337079
29,0.5972222222222222,1.0,1.0,0.8888888888888888,0.875,0.625,0.875,0.9027777777777778,0.7638888888888888,0.5694444444444444,0.20833333333333334,0.5555555555555556,0.8333333333333334,0.7083333333333334,0.5416666666666666,1.0,0.9583333333333334,0.7916666666666666,0.5555555555555556,0.7222222222222222,0.7916666666666666,0.6388888888888888,0.5555555555555556,0.6388888888888888,0.5416666666666666,0.6666666666666666,0.5972222222222222,0.4444444444444444,0.4583333333333333,0.1388888888888889,0.9444444444444444,0.06944444444444445,0.5555555555555556,0.4861111111111111,0.9027777777777778,0.1527777777777778,0.9444444444444444,0.75
30,0.6206896551724138,0.9827586206896551,0.9482758620689655,0.8793103448275862,0.896551724137931,0.6206896551724138,0.8448275862068966,0.9137931034482759,0.7413793103448276,0.5689655172413793,0.1896551724137931,0.5862068965517241,0.8103448275862069,0.7241379310344828,0.603448275862069,0.9482758620689655,0.9482758620689655,0.8103448275862069,0.7068965517241379,0.7586206896551724,0.7586206896551724,0.6206896551724138,0.6551724137931034,0.6724137931034483,0.5517241379310345,0.6724137931034483,0.603448275862069,0.41379310344827586,0.43103448275862066,0.29310344827586204,0.9482758620689655,0.10344827586206896,0.5517241379310345,0.5344827586206896,0.9310344827586207,0.1206896551724138,0.9482758620689655,0.6551724137931034
31,0.7083333333333334,0.9791666666666666,0.9791666666666666,0.9583333333333334,0.9375,0.75,0.875,0.9166666666666666,0.7708333333333334,0.6041666666666666,0.22916666666666666,0.5833333333333334,0.875,0.8333333333333334,0.7083333333333334,1.0,0.9375,0.8333333333333334,0.75,0.6875,0.8541666666666666,0.7291666666666666,0.625,0.6875,0.5625,0.8125,0.625,0.5833333333333334,0.5416666666666666,0.22916666666666666,0.8541666666666666,0.20833333333333334,0.625,0.5,0.8958333333333334,0.125,0.9375,0.7291666666666666
32,0.7105263157894737,1.0,0.9736842105263158,0.868421052631579,0.8421052631578947,0.631578947368421,0.8947368421052632,0.868421052631579,0.8421052631578947,0.6578947368421053,0.23684210526315788,0.6052631578947368,0.7631578947368421,0.7368421052631579,0.6842105263157895,0.9736842105263158,0.9736842105263158,0.8421052631578947,0.7894736842105263,0.7105263157894737,0.7105263157894737,0.6578947368421053,0.6842105263157895,0.5789473684210527,0.5263157894736842,0.6842105263157895,0.6578947368421053,0.5263157894736842,0.6052631578947368,0.15789473684210525,0.868421052631579,0.2631578947368421,0.6052631578947368,0.39473684210526316,0.868421052631579,0.07894736842105263,0.9473684210526315,0.7105263157894737
33,0.6129032258064516,0.967741935483871,0.967741935483871,0.8387096774193549,0.8387096774193549,0.7096774193548387,0.8709677419354839,0.8064516129032258,0.7419354838709677,0.5161290322580645,0.25806451612903225,0.5483870967741935,0.7419354838709677,0.7419354838709677,0.7096774193548387,0.9354838709677419,0.8709677419354839,0.7741935483870968,0.7096774193548387,0.6451612903225806,0.8064516129032258,0.6129032258064516,0.5161290322580645,0.6129032258064516,0.5806451612903226,0.7096774193548387,0.7419354838709677,0.3548387096774194,0.5483870967741935,0.16129032258064516,0.8387096774193549,0.1935483870967742,0.41935483870967744,0.5483870967741935,0.8709677419354839,0.22580645161290322,0.8709677419354839,0.7419354838709677
34,0.5882352941176471,0.9411764705882353,1.0,0.8235294117647058,0.7647058823529411,0.5882352941176471,0.6470588235294118,0.8823529411764706,0.6470588235294118,0.47058823529411764,0.11764705882352941,0.5294117647058824,0.6470588235294118,0.5882352941176471,0.6470588235294118,0.9411764705882353,0.8823529411764706,0.6470588235294118,0.7647058823529411,0.7058823529411765,0.7647058823529411,0.5294117647058824,0.5294117647058824,0.6470588235294118,0.47058823529411764,0.6470588235294118,0.7058823529411765,0.47058823529411764,0.5882352941176471,0.11764705882352941,0.8823529411764706,0.11764705882352941,0.47058823529411764,0.5294117647058824,0.9411764705882353,0.17647058823529413,0.7647058823529411,0.7058823529411765
35,0.5714285714285714,0.8571428571428571,1.0,0.8571428571428571,0.8571428571428571,0.7857142857142857,0.9285714285714286,0.9285714285714286,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.5,1.0,0.8571428571428571,0.7142857142857143,0.6428571428571429,0.7142857142857143,0.7142857142857143,0.6428571428571429,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.6428571428571429,0.5714285714285714,0.6428571428571429,0.5,0.2857142857142857,0.9285714285714286,0.2857142857142857,0.35714285714285715,0.5,0.8571428571428571,0.21428571428571427,1.0,0.7857142857142857
36,0.6,0.9,0.9,0.8,0.8,0.7,0.7,0.8,0.7,0.3,0.3,0.5,0.8,0.8,0.5,1.0,0.9,0.6,0.8,0.6,0.7,0.7,0.5,0.6,0.6,0.6,0.6,0.5,0.4,0.2,0.8,0.1,0.3,0.6,0.8,0.4,0.9,0.6
37,0.4,0.8,1.0,1.0,1.0,0.4,0.6,0.6,0.4,0.2,0.2,0.4,1.0,0.6,0.4,0.8,1.0,0.4,0.8,0.4,0.8,0.4,0.6,0.4,0.4,0.8,0.4,0.4,0.2,0.0,1.0,0.0,0.6,0.4,1.0,0.4,0.8,0.6
38,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,1.0,0.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
